NAME                         INSTALLED              FIXED-IN                  TYPE          VULNERABILITY        SEVERITY 
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-1012        High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-20154       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2018-8087        Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-0627        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2019-19537       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-34693       Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2017-1000365     Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2015-5275        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.66.1.el7    rpm           CVE-2022-0492        High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-16650       Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.2.2.el7     rpm           CVE-2020-12352       Medium    
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.36.2.el7    rpm           CVE-2021-33033       Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2021-3714        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-16525       Low       
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2019-19770       Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2016-3695        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1062.el7         rpm           CVE-2018-14625       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2020-26140       Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2013-4270        Medium    
kernel-headers               3.10.0-957.10.1.el7                              rpm           CVE-2015-5697        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.el7         rpm           CVE-2020-9383        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-3594        Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2022-30594       Medium    
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2021-3894        Unknown   
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.24.1.el7    rpm           CVE-2021-27364       High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2016-2782        Low       
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.59.1.el7    rpm           CVE-2020-0466        High      
kernel-headers               3.10.0-957.10.1.el7    0:3.10.0-1160.62.1.el7    rpm           CVE-2021-4028        High      
kernel-headers               3.10.0-957.10.1.el7    (won't fix)               rpm           CVE-2017-7346        Low       
kpartx                       0.4.9-123.el7          0:0.4.9-136.el7_9         rpm           CVE-2022-41974       High      
krb5-devel                   1.15.1-37.el7_6        (won't fix)               rpm           CVE-2015-2695        Medium    
krb5-devel                   1.15.1-37.el7_6        0:1.15.1-51.el7_9         rpm           CVE-2021-37750       Medium    
krb5-devel                   1.15.1-37.el7_6        (won't fix)               rpm           CVE-2020-17049       Medium    
krb5-devel                   1.15.1-37.el7_6        (won't fix)               rpm           CVE-2014-5351        Medium    
krb5-devel                   1.15.1-37.el7_6        (won't fix)               rpm           CVE-2017-15088       Medium    
krb5-devel                   1.15.1-37.el7_6        0:1.15.1-37.el7_7.2       rpm           CVE-2018-20217       Medium    
krb5-devel                   1.15.1-37.el7_6        0:1.15.1-55.el7_9         rpm           CVE-2022-42898       High      
krb5-devel                   1.15.1-37.el7_6        (won't fix)               rpm           CVE-2017-11462       Low       
krb5-devel                   1.15.1-37.el7_6        (won't fix)               rpm           CVE-2015-2697        Medium    
krb5-devel                   1.15.1-37.el7_6        (won't fix)               rpm           CVE-2015-2696        Medium    
krb5-libs                    1.15.1-37.el7_6        0:1.15.1-55.el7_9         rpm           CVE-2022-42898       High      
krb5-libs                    1.15.1-37.el7_6        (won't fix)               rpm           CVE-2014-5351        Medium    
krb5-libs                    1.15.1-37.el7_6        (won't fix)               rpm           CVE-2015-2697        Medium    
krb5-libs                    1.15.1-37.el7_6        (won't fix)               rpm           CVE-2015-2695        Medium    
krb5-libs                    1.15.1-37.el7_6        (won't fix)               rpm           CVE-2015-2696        Medium    
krb5-libs                    1.15.1-37.el7_6        (won't fix)               rpm           CVE-2017-15088       Medium    
krb5-libs                    1.15.1-37.el7_6        0:1.15.1-51.el7_9         rpm           CVE-2021-37750       Medium    
krb5-libs                    1.15.1-37.el7_6        (won't fix)               rpm           CVE-2017-11462       Low       
krb5-libs                    1.15.1-37.el7_6        0:1.15.1-37.el7_7.2       rpm           CVE-2018-20217       Medium    
krb5-libs                    1.15.1-37.el7_6        (won't fix)               rpm           CVE-2020-17049       Medium    
libblkid                     2.23.2-59.el7_6.1      (won't fix)               rpm           CVE-2016-2779        Medium    
libblkid                     2.23.2-59.el7_6.1      (won't fix)               rpm           CVE-2015-5218        Low       
libblkid                     2.23.2-59.el7_6.1      (won't fix)               rpm           CVE-2014-9114        Medium    
libcom_err                   1.42.9-13.el7          0:1.42.9-19.el7           rpm           CVE-2019-5094        Medium    
libcom_err                   1.42.9-13.el7          0:1.42.9-19.el7           rpm           CVE-2019-5188        Medium    
libcom_err                   1.42.9-13.el7          (won't fix)               rpm           CVE-2015-1572        Low       
libcom_err                   1.42.9-13.el7          (won't fix)               rpm           CVE-2015-0247        Medium    
libcom_err-devel             1.42.9-13.el7          (won't fix)               rpm           CVE-2015-0247        Medium    
libcom_err-devel             1.42.9-13.el7          (won't fix)               rpm           CVE-2015-1572        Low       
libcom_err-devel             1.42.9-13.el7          0:1.42.9-19.el7           rpm           CVE-2019-5188        Medium    
libcom_err-devel             1.42.9-13.el7          0:1.42.9-19.el7           rpm           CVE-2019-5094        Medium    
libcroco                     0.6.12-4.el7           0:0.6.12-6.el7_9          rpm           CVE-2020-12825       Medium    
libcroco                     0.6.12-4.el7           (won't fix)               rpm           CVE-2017-8834        Low       
libcroco                     0.6.12-4.el7           (won't fix)               rpm           CVE-2017-7961        Low       
libcroco                     0.6.12-4.el7           (won't fix)               rpm           CVE-2017-7960        Low       
libcroco                     0.6.12-4.el7           (won't fix)               rpm           CVE-2017-8871        Low       
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2016-8625        Medium    
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2016-8623        Low       
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2016-8616        Low       
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2022-35252       Low       
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2020-8231        Low       
libcurl                      7.29.0-51.el7          0:7.29.0-57.el7           rpm           CVE-2019-5436        Low       
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2016-8617        Medium    
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2016-8624        Medium    
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2017-1000100     Low       
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2022-43552       Low       
libcurl                      7.29.0-51.el7          0:7.29.0-59.el7_9.1       rpm           CVE-2020-8177        Medium    
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2015-3153        Medium    
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2016-8618        Medium    
libcurl                      7.29.0-51.el7          0:7.29.0-59.el7           rpm           CVE-2019-5482        Medium    
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2016-0755        Low       
libcurl                      7.29.0-51.el7          0:7.29.0-54.el7           rpm           CVE-2018-16842       Low       
libcurl                      7.29.0-51.el7          0:7.29.0-51.el7_6.3       rpm           CVE-2018-14618       Low       
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2016-8622        Low       
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2018-20483       Medium    
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2016-8615        Medium    
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2016-9586        Low       
libcurl                      7.29.0-51.el7                                    rpm           CVE-2021-22946       Medium    
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2017-7407        Low       
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2017-1000254     Medium    
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2021-22925       Low       
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2016-8621        Low       
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2017-8817        Medium    
libcurl                      7.29.0-51.el7          (won't fix)               rpm           CVE-2016-8619        Medium    
libdb                        5.3.21-24.el7          (won't fix)               rpm           CVE-2017-10140       Medium    
libdb                        5.3.21-24.el7          (won't fix)               rpm           CVE-2019-2708        Low       
libdb-utils                  5.3.21-24.el7          (won't fix)               rpm           CVE-2019-2708        Low       
libdb-utils                  5.3.21-24.el7          (won't fix)               rpm           CVE-2017-10140       Medium    
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4492        Low       
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2014-5044        Medium    
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4489        Low       
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2022-27943       Low       
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4491        Low       
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2015-5276        Low       
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-2226        Low       
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2021-42574       Medium    
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2018-20673       Medium    
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4493        Low       
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2021-42694       Medium    
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4488        Low       
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2019-14250       Low       
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2019-16276       Medium    
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4490        Low       
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4487        Low       
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2020-16845       Medium    
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2018-20657       Low       
libgcc                       4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2020-24553       Medium    
libgcrypt                    1.5.3-14.el7           (won't fix)               rpm           CVE-2017-7526        Medium    
libgcrypt                    1.5.3-14.el7           (won't fix)               rpm           CVE-2014-5270        Medium    
libgcrypt                    1.5.3-14.el7           (won't fix)               rpm           CVE-2019-12904       Medium    
libgcrypt                    1.5.3-14.el7           (won't fix)               rpm           CVE-2015-0837        Low       
libgcrypt                    1.5.3-14.el7           (won't fix)               rpm           CVE-2014-3591        Low       
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2018-20657       Low       
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4493        Low       
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4492        Low       
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4490        Low       
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4489        Low       
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2021-42694       Medium    
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4488        Low       
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-2226        Low       
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2020-16845       Medium    
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2019-14250       Low       
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4487        Low       
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2018-20673       Medium    
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2014-5044        Medium    
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2021-42574       Medium    
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2015-5276        Low       
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4491        Low       
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2019-16276       Medium    
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2022-27943       Low       
libgomp                      4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2020-24553       Medium    
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2014-7926        High      
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2014-8146        Low       
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2014-9911        Medium    
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2015-2632        Medium    
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2013-2384        Critical  
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2013-2383        Critical  
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2017-14952       Low       
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2017-15422       Medium    
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2014-6511        Medium    
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2013-2419        Medium    
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2017-7867        Medium    
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2015-1270        Medium    
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2014-9654        Medium    
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2013-1569        Critical  
libicu                       50.1.2-17.el7          0:50.2-4.el7_7            rpm           CVE-2020-10531       High      
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2016-6293        Low       
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2016-7415        Medium    
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2015-4760        Critical  
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2014-6591        Low       
libicu                       50.1.2-17.el7                                    rpm           CVE-2015-0469        Critical  
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2015-4844        Critical  
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2014-7940        Medium    
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2014-6585        Low       
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2014-7923        High      
libicu                       50.1.2-17.el7          (won't fix)               rpm           CVE-2014-8147        Low       
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2017-14952       Low       
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2014-8146        Low       
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2017-15422       Medium    
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2017-7867        Medium    
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2014-7926        High      
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2014-7923        High      
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2014-6591        Low       
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2015-4844        Critical  
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2014-6585        Low       
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2014-9911        Medium    
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2013-2383        Critical  
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2015-2632        Medium    
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2015-4760        Critical  
libicu-devel                 50.1.2-17.el7                                    rpm           CVE-2015-0469        Critical  
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2013-2419        Medium    
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2014-9654        Medium    
libicu-devel                 50.1.2-17.el7          0:50.2-4.el7_7            rpm           CVE-2020-10531       High      
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2015-1270        Medium    
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2013-2384        Critical  
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2016-7415        Medium    
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2014-7940        Medium    
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2013-1569        Critical  
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2016-6293        Low       
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2014-6511        Medium    
libicu-devel                 50.1.2-17.el7          (won't fix)               rpm           CVE-2014-8147        Low       
libidn                       1.28-4.el7             (won't fix)               rpm           CVE-2016-6261        Low       
libidn                       1.28-4.el7             (won't fix)               rpm           CVE-2017-14062       Low       
libidn                       1.28-4.el7             (won't fix)               rpm           CVE-2016-6263        Low       
libidn                       1.28-4.el7             (won't fix)               rpm           CVE-2016-6262        Low       
libidn                       1.28-4.el7             (won't fix)               rpm           CVE-2015-2059        Low       
libidn                       1.28-4.el7             (won't fix)               rpm           CVE-2015-8948        Low       
libjpeg-turbo                1.2.90-6.el7           (won't fix)               rpm           CVE-2020-13790       Medium    
libjpeg-turbo                1.2.90-6.el7           0:1.2.90-8.el7            rpm           CVE-2016-3616        Medium    
libjpeg-turbo                1.2.90-6.el7           (won't fix)               rpm           CVE-2017-9614        Low       
libjpeg-turbo                1.2.90-6.el7           0:1.2.90-8.el7            rpm           CVE-2018-11212       Low       
libjpeg-turbo                1.2.90-6.el7           0:1.2.90-8.el7            rpm           CVE-2018-11813       Low       
libjpeg-turbo                1.2.90-6.el7           (won't fix)               rpm           CVE-2019-13960       Low       
libjpeg-turbo                1.2.90-6.el7           0:1.2.90-8.el7            rpm           CVE-2018-11214       Low       
libjpeg-turbo                1.2.90-6.el7           0:1.2.90-8.el7            rpm           CVE-2018-11213       Low       
libjpeg-turbo                1.2.90-6.el7           (won't fix)               rpm           CVE-2017-15232       Low       
libjpeg-turbo                1.2.90-6.el7           (won't fix)               rpm           CVE-2014-9092        Low       
libjpeg-turbo                1.2.90-6.el7           (won't fix)               rpm           CVE-2019-2201        Medium    
libjpeg-turbo                1.2.90-6.el7           0:1.2.90-8.el7            rpm           CVE-2018-14498       Medium    
libjpeg-turbo-devel          1.2.90-6.el7           0:1.2.90-8.el7            rpm           CVE-2018-11214       Low       
libjpeg-turbo-devel          1.2.90-6.el7           0:1.2.90-8.el7            rpm           CVE-2018-11813       Low       
libjpeg-turbo-devel          1.2.90-6.el7           0:1.2.90-8.el7            rpm           CVE-2018-11212       Low       
libjpeg-turbo-devel          1.2.90-6.el7           (won't fix)               rpm           CVE-2017-15232       Low       
libjpeg-turbo-devel          1.2.90-6.el7           0:1.2.90-8.el7            rpm           CVE-2018-11213       Low       
libjpeg-turbo-devel          1.2.90-6.el7           0:1.2.90-8.el7            rpm           CVE-2016-3616        Medium    
libjpeg-turbo-devel          1.2.90-6.el7           0:1.2.90-8.el7            rpm           CVE-2018-14498       Medium    
libjpeg-turbo-devel          1.2.90-6.el7           (won't fix)               rpm           CVE-2019-13960       Low       
libjpeg-turbo-devel          1.2.90-6.el7           (won't fix)               rpm           CVE-2020-13790       Medium    
libjpeg-turbo-devel          1.2.90-6.el7           (won't fix)               rpm           CVE-2019-2201        Medium    
libjpeg-turbo-devel          1.2.90-6.el7           (won't fix)               rpm           CVE-2017-9614        Low       
libjpeg-turbo-devel          1.2.90-6.el7           (won't fix)               rpm           CVE-2014-9092        Low       
libkadm5                     1.15.1-37.el7_6        (won't fix)               rpm           CVE-2015-2695        Medium    
libkadm5                     1.15.1-37.el7_6        (won't fix)               rpm           CVE-2015-2696        Medium    
libkadm5                     1.15.1-37.el7_6        0:1.15.1-51.el7_9         rpm           CVE-2021-37750       Medium    
libkadm5                     1.15.1-37.el7_6        (won't fix)               rpm           CVE-2017-11462       Low       
libkadm5                     1.15.1-37.el7_6        (won't fix)               rpm           CVE-2015-2697        Medium    
libkadm5                     1.15.1-37.el7_6        (won't fix)               rpm           CVE-2020-17049       Medium    
libkadm5                     1.15.1-37.el7_6        0:1.15.1-55.el7_9         rpm           CVE-2022-42898       High      
libkadm5                     1.15.1-37.el7_6        0:1.15.1-37.el7_7.2       rpm           CVE-2018-20217       Medium    
libkadm5                     1.15.1-37.el7_6        (won't fix)               rpm           CVE-2014-5351        Medium    
libkadm5                     1.15.1-37.el7_6        (won't fix)               rpm           CVE-2017-15088       Medium    
libmount                     2.23.2-59.el7_6.1      (won't fix)               rpm           CVE-2014-9114        Medium    
libmount                     2.23.2-59.el7_6.1      (won't fix)               rpm           CVE-2016-2779        Medium    
libmount                     2.23.2-59.el7_6.1      (won't fix)               rpm           CVE-2015-5218        Low       
libpng                       2:1.5.13-7.el7_2       (won't fix)               rpm           CVE-2022-3857        Low       
libpng                       2:1.5.13-7.el7_2       (won't fix)               rpm           CVE-2016-10087       Low       
libpng                       2:1.5.13-7.el7_2       2:1.5.13-8.el7            rpm           CVE-2017-12652       Low       
libpng                       2:1.5.13-7.el7_2       (won't fix)               rpm           CVE-2015-8540        Low       
libpng-devel                 2:1.5.13-7.el7_2       (won't fix)               rpm           CVE-2022-3857        Low       
libpng-devel                 2:1.5.13-7.el7_2       (won't fix)               rpm           CVE-2015-8540        Low       
libpng-devel                 2:1.5.13-7.el7_2       (won't fix)               rpm           CVE-2016-10087       Low       
libpng-devel                 2:1.5.13-7.el7_2       2:1.5.13-8.el7            rpm           CVE-2017-12652       Low       
libsepol                     2.5-10.el7                                       rpm           CVE-2021-36084       Medium    
libsepol                     2.5-10.el7                                       rpm           CVE-2021-36086       Medium    
libsepol                     2.5-10.el7                                       rpm           CVE-2021-36087       Medium    
libsepol                     2.5-10.el7                                       rpm           CVE-2021-36085       Medium    
libsepol-devel               2.5-10.el7                                       rpm           CVE-2021-36084       Medium    
libsepol-devel               2.5-10.el7                                       rpm           CVE-2021-36087       Medium    
libsepol-devel               2.5-10.el7                                       rpm           CVE-2021-36086       Medium    
libsepol-devel               2.5-10.el7                                       rpm           CVE-2021-36085       Medium    
libsmartcols                 2.23.2-59.el7_6.1      (won't fix)               rpm           CVE-2016-2779        Medium    
libsmartcols                 2.23.2-59.el7_6.1      (won't fix)               rpm           CVE-2015-5218        Low       
libsmartcols                 2.23.2-59.el7_6.1      (won't fix)               rpm           CVE-2014-9114        Medium    
libssh2                      1.4.3-12.el7_6.2       0:1.8.0-3.el7             rpm           CVE-2019-3858        Medium    
libssh2                      1.4.3-12.el7_6.2       0:1.8.0-4.el7             rpm           CVE-2019-17498       Medium    
libssh2                      1.4.3-12.el7_6.2       (won't fix)               rpm           CVE-2019-13115       Medium    
libssh2                      1.4.3-12.el7_6.2       0:1.8.0-3.el7             rpm           CVE-2019-3861        Medium    
libssh2                      1.4.3-12.el7_6.2       (won't fix)               rpm           CVE-2019-3860        Medium    
libssh2                      1.4.3-12.el7_6.2       0:1.4.3-12.el7_6.3        rpm           CVE-2019-3862        Medium    
libssh2                      1.4.3-12.el7_6.2       (won't fix)               rpm           CVE-2019-3859        Medium    
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4492        Low       
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4487        Low       
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4493        Low       
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4488        Low       
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4491        Low       
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2015-5276        Low       
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2022-27943       Low       
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2018-20673       Medium    
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2020-24553       Medium    
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2021-42574       Medium    
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4490        Low       
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-2226        Low       
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4489        Low       
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2019-16276       Medium    
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2014-5044        Medium    
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2020-16845       Medium    
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2021-42694       Medium    
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2019-14250       Low       
libstdc++                    4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2018-20657       Low       
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2015-5276        Low       
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-2226        Low       
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2021-42574       Medium    
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2020-24553       Medium    
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4487        Low       
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4489        Low       
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2019-14250       Low       
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2022-27943       Low       
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2018-20673       Medium    
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4493        Low       
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2021-42694       Medium    
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2014-5044        Medium    
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4491        Low       
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2018-20657       Low       
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4490        Low       
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2019-16276       Medium    
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4488        Low       
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2020-16845       Medium    
libstdc++-devel              4.8.5-36.el7_6.1       (won't fix)               rpm           CVE-2016-4492        Low       
libtasn1                     4.10-1.el7             (won't fix)               rpm           CVE-2016-4008        Medium    
libtasn1                     4.10-1.el7             (won't fix)               rpm           CVE-2017-6891        Low       
